StartDateTime,ISEM DA Price
2022-01-24,-13.973510999999974
2022-01-25,3.7457199999999773
2022-01-26,115.719336
2022-01-27,-16.274719000000005
2022-01-28,-64.8768
2022-01-29,-75.79088099999998
2022-01-30,-3.474375000000009
2022-01-31,9.825074999999998
2022-02-01,-92.735625
2022-02-02,50.501025
2022-02-03,52.00800000000001
2022-02-04,7.240961999999996
2022-02-05,5.842809999999986
2022-02-06,-118.99904699999999
2022-02-07,258.381545
2022-02-08,58.23948299999999
2022-02-09,-281.24435500000004
2022-02-10,46.15324199999999
2022-02-11,30.726864000000006
2022-02-12,-90.07510499999998
2022-02-13,23.95933599999998
2022-02-14,114.94996499999999
2022-02-15,-74.83926199999999
2022-02-16,-126.76320000000001
2022-02-17,-91.134138
2022-02-18,92.35472000000001
2022-02-19,79.1627
2022-02-20,-125.83472
2022-02-21,-56.779
2022-02-22,111.945988
2022-02-23,72.13487599999999
2022-02-24,8.969857000000005
2022-02-25,31.598091999999994
2022-02-26,4.424154999999999
2022-02-27,-35.824614
2022-02-28,-3.53770200000001
2022-03-01,105.39290600000001
2022-03-02,69.21143400000001
2022-03-03,17.349439999999987
2022-03-04,134.986428
2022-03-05,98.89119
2022-03-06,28.431799000000012
2022-03-07,26.17241100000001
2022-03-08,-254.643259
2022-03-09,-236.41107599999998
2022-03-10,266.030523
2022-03-11,0.49227100000000235
2022-03-12,-96.17922300000004
2022-03-13,-35.713648000000006
2022-03-14,-59.3202
2022-03-15,116.121104
2022-03-16,5.078700000000026
2022-03-17,2.6741480000000024
2022-03-18,51.92349999999999
2022-03-19,-45.16694000000001
2022-03-20,-133.603
2022-03-21,14.616420000000005
2022-03-22,31.377710000000008
2022-03-23,4.476820000000004
2022-03-24,48.32366999999999
2022-03-25,35.50708
2022-03-26,-2.3979559999999935
2022-03-27,24.344419999999985
2022-03-28,-13.298273999999992
2022-03-29,-59.939099999999996
2022-03-30,29.861649999999997
2022-03-31,16.629199999999997
2022-04-01,-6.4019600000000025
2022-04-02,75.83670000000001
2022-04-03,47.1224
2022-04-04,-120.749032
2022-04-05,-107.355178
2022-04-06,-49.747168
2022-04-07,-95.96979400000001
2022-04-08,128.438
2022-04-09,147.561232
2022-04-10,-22.163099999999986
2022-04-11,-212.5425
2022-04-12,-34.815753
2022-04-13,195.142786
2022-04-14,-3.61173500000001
2022-04-15,-44.22588999999999
2022-04-16,-22.061796000000015
2022-04-17,-25.426848000000007
2022-04-18,-41.80233599999998
2022-04-19,16.42531199999999
2022-04-20,47.03546999999999
2022-04-21,1.4115010000000154
2022-04-22,-14.469161999999983
2022-04-23,-9.925001000000009
2022-04-24,16.98665699999998
2022-04-25,32.458155000000005
2022-04-26,-14.92924499999998
2022-04-27,-41.00502200000001
2022-04-28,13.102445999999986
2022-04-29,18.902291000000005
2022-04-30,-18.48595800000001
