StartDateTime,TradeDate,StartDate,StartTime,StartHr,Weekday,WeekdayGroup,Season,WeekdayNum,ISEMBlock,FuelGas,FuelCarbon,DemandForecast_DAM,WindForecast_DAM,NetDemandForecast_DAM,ISEM_DA_Price,GB_DA_N2EX_Price_FC,GB_DAM_N2EX_Price,DAM_Unavailability
22/01/2022 00:00,22/01/2022,22/01/2022,0:00:00,0,Saturday,WE,W,7,ISEM1,1.87,70.341193,4174,806,3368,159.120975,155.49,156.76,228
22/01/2022 00:30,22/01/2022,22/01/2022,0:30:00,0,Saturday,WE,W,7,ISEM1,1.87,70.341193,4029,839,3190,159.120975,155.49,156.76,228
22/01/2022 01:00,22/01/2022,22/01/2022,1:00:00,1,Saturday,WE,W,7,ISEM1,1.87,70.341193,3916,865,3051,155.82075,152.31,151.64,228
22/01/2022 01:30,22/01/2022,22/01/2022,1:30:00,1,Saturday,WE,W,7,ISEM1,1.87,70.341193,3818,882,2936,155.82075,152.31,151.64,228
22/01/2022 02:00,22/01/2022,22/01/2022,2:00:00,2,Saturday,WE,W,7,ISEM1,1.87,70.341193,3732,871,2861,148.98636,149.98,146,228
22/01/2022 02:30,22/01/2022,22/01/2022,2:30:00,2,Saturday,WE,W,7,ISEM1,1.87,70.341193,3658,831,2827,148.98636,149.98,146,228
22/01/2022 03:00,22/01/2022,22/01/2022,3:00:00,3,Saturday,WE,W,7,ISEM1,1.87,70.341193,3602,804,2798,147.81666,146.8,143.64,228
22/01/2022 03:30,22/01/2022,22/01/2022,3:30:00,3,Saturday,WE,W,7,ISEM1,1.87,70.341193,3568,789,2779,147.81666,146.8,143.64,228
22/01/2022 04:00,22/01/2022,22/01/2022,4:00:00,4,Saturday,WE,W,7,ISEM1,1.87,70.341193,3555,779,2776,146.89761,144.19,144.42,228
22/01/2022 04:30,22/01/2022,22/01/2022,4:30:00,4,Saturday,WE,W,7,ISEM1,1.87,70.341193,3546,775,2771,146.89761,144.19,144.42,228
22/01/2022 05:00,22/01/2022,22/01/2022,5:00:00,5,Saturday,WE,W,7,ISEM2,1.87,70.341193,3546,772,2774,145.377,146.28,146.84,228
22/01/2022 05:30,22/01/2022,22/01/2022,5:30:00,5,Saturday,WE,W,7,ISEM2,1.87,70.341193,3592,770,2822,145.377,146.28,146.84,228
22/01/2022 06:00,22/01/2022,22/01/2022,6:00:00,6,Saturday,WE,W,7,ISEM2,1.87,70.341193,3695,791,2904,150.39,152.43,156.92,228
22/01/2022 06:30,22/01/2022,22/01/2022,6:30:00,6,Saturday,WE,W,7,ISEM2,1.87,70.341193,3855,833,3022,150.39,152.43,156.92,228
22/01/2022 07:00,22/01/2022,22/01/2022,7:00:00,7,Saturday,WE,W,7,ISEM2,1.87,70.341193,4052,871,3181,161.88648,163.81,167,228
22/01/2022 07:30,22/01/2022,22/01/2022,7:30:00,7,Saturday,WE,W,7,ISEM2,1.87,70.341193,4210,905,3305,161.88648,163.81,167,228
22/01/2022 08:00,22/01/2022,22/01/2022,8:00:00,8,Saturday,WE,W,7,ISEM2,1.87,70.341193,4337,923,3414,164.71047,176.29,177.24,228
22/01/2022 08:30,22/01/2022,22/01/2022,8:30:00,8,Saturday,WE,W,7,ISEM2,1.87,70.341193,4544,927,3617,164.71047,176.29,177.24,228
22/01/2022 09:00,22/01/2022,22/01/2022,9:00:00,9,Saturday,WE,W,7,ISEM2,1.87,70.341193,4819,926,3893,174.80331,184.95,179.84,228
22/01/2022 09:30,22/01/2022,22/01/2022,9:30:00,9,Saturday,WE,W,7,ISEM2,1.87,70.341193,5003,921,4082,174.80331,184.95,179.84,228
22/01/2022 10:00,22/01/2022,22/01/2022,10:00:00,10,Saturday,WE,W,7,ISEM2,1.87,70.341193,5082,895,4187,180.468,174.21,181.86,228
22/01/2022 10:30,22/01/2022,22/01/2022,10:30:00,10,Saturday,WE,W,7,ISEM2,1.87,70.341193,5163,849,4314,180.468,174.21,181.86,228
22/01/2022 11:00,22/01/2022,22/01/2022,11:00:00,11,Saturday,WE,W,7,ISEM3,1.87,70.341193,5256,811,4445,169.982475,167.71,170.11,228
22/01/2022 11:30,22/01/2022,22/01/2022,11:30:00,11,Saturday,WE,W,7,ISEM3,1.87,70.341193,5298,782,4516,169.982475,167.71,170.11,228
22/01/2022 12:00,22/01/2022,22/01/2022,12:00:00,12,Saturday,WE,W,7,ISEM3,1.87,70.341193,5284,791,4493,163.131375,161.37,160.16,228
22/01/2022 12:30,22/01/2022,22/01/2022,12:30:00,12,Saturday,WE,W,7,ISEM3,1.87,70.341193,5257,839,4418,163.131375,161.37,160.16,228
22/01/2022 13:00,22/01/2022,22/01/2022,13:00:00,13,Saturday,WE,W,7,ISEM3,1.87,70.341193,5222,860,4362,159.5805,155.92,158.41,228
22/01/2022 13:30,22/01/2022,22/01/2022,13:30:00,13,Saturday,WE,W,7,ISEM3,1.87,70.341193,5158,853,4305,159.5805,155.92,158.41,228
22/01/2022 14:00,22/01/2022,22/01/2022,14:00:00,14,Saturday,WE,W,7,ISEM3,1.87,70.341193,5079,819,4260,165.103155,153.38,164.16,228
22/01/2022 14:30,22/01/2022,22/01/2022,14:30:00,14,Saturday,WE,W,7,ISEM3,1.87,70.341193,5051,758,4293,165.103155,153.38,164.16,228
22/01/2022 15:00,22/01/2022,22/01/2022,15:00:00,15,Saturday,WE,W,7,ISEM3,1.87,70.341193,5079,714,4365,166.2645,157.22,164.52,228
22/01/2022 15:30,22/01/2022,22/01/2022,15:30:00,15,Saturday,WE,W,7,ISEM3,1.87,70.341193,5101,688,4413,166.2645,157.22,164.52,228
22/01/2022 16:00,22/01/2022,22/01/2022,16:00:00,16,Saturday,WE,W,7,ISEM3,1.87,70.341193,5142,682,4460,190.494,190.69,188.6,228
22/01/2022 16:30,22/01/2022,22/01/2022,16:30:00,16,Saturday,WE,W,7,ISEM3,1.87,70.341193,5352,694,4658,190.494,190.69,188.6,228
22/01/2022 17:00,22/01/2022,22/01/2022,17:00:00,17,Saturday,WE,W,7,ISEM4,1.87,70.341193,5693,711,4982,217.405455,239.47,222.45,228
22/01/2022 17:30,22/01/2022,22/01/2022,17:30:00,17,Saturday,WE,W,7,ISEM4,1.87,70.341193,5853,732,5121,217.405455,239.47,222.45,228
22/01/2022 18:00,22/01/2022,22/01/2022,18:00:00,18,Saturday,WE,W,7,ISEM4,1.87,70.341193,5793,743,5050,215.559,226.83,217.31,228
22/01/2022 18:30,22/01/2022,22/01/2022,18:30:00,18,Saturday,WE,W,7,ISEM4,1.87,70.341193,5664,744,4920,215.559,226.83,217.31,228
22/01/2022 19:00,22/01/2022,22/01/2022,19:00:00,19,Saturday,WE,W,7,ISEM4,1.87,70.341193,5510,742,4768,185.481,189.87,181.19,228
22/01/2022 19:30,22/01/2022,22/01/2022,19:30:00,19,Saturday,WE,W,7,ISEM4,1.87,70.341193,5355,734,4621,185.481,189.87,181.19,228
22/01/2022 20:00,22/01/2022,22/01/2022,20:00:00,20,Saturday,WE,W,7,ISEM4,1.87,70.341193,5202,738,4464,170.442,173.73,167.49,228
22/01/2022 20:30,22/01/2022,22/01/2022,20:30:00,20,Saturday,WE,W,7,ISEM4,1.87,70.341193,5039,751,4288,170.442,173.73,167.49,228
22/01/2022 21:00,22/01/2022,22/01/2022,21:00:00,21,Saturday,WE,W,7,ISEM4,1.87,70.341193,4861,769,4092,166.690605,158.83,165.7,228
22/01/2022 21:30,22/01/2022,22/01/2022,21:30:00,21,Saturday,WE,W,7,ISEM4,1.87,70.341193,4671,790,3881,166.690605,158.83,165.7,228
22/01/2022 22:00,22/01/2022,22/01/2022,22:00:00,22,Saturday,WE,W,7,ISEM4,1.87,70.341193,4483,808,3675,162.880725,151.62,165.8,228
22/01/2022 22:30,22/01/2022,22/01/2022,22:30:00,22,Saturday,WE,W,7,ISEM4,1.87,70.341193,4352,824,3528,162.880725,151.62,165.8,228
22/01/2022 23:00,23/01/2022,22/01/2022,23:00:00,23,Saturday,WE,W,7,ISEM1,1.87,70.341193,4290,806,3484,178.810632,151.13,168.98,228
22/01/2022 23:30,23/01/2022,22/01/2022,23:30:00,23,Saturday,WE,W,7,ISEM1,1.87,70.341193,4192,858,3334,178.810632,151.13,168.98,228
23/01/2022 00:00,23/01/2022,23/01/2022,0:00:00,0,Sunday,WE,W,1,ISEM1,1.87,70.341193,4059,905,3154,170.72748,150.41,161.89,228
23/01/2022 00:30,23/01/2022,23/01/2022,0:30:00,0,Sunday,WE,W,1,ISEM1,1.87,70.341193,3929,947,2982,170.72748,150.41,161.89,228
23/01/2022 01:00,23/01/2022,23/01/2022,1:00:00,1,Sunday,WE,W,1,ISEM1,1.87,70.341193,3814,989,2825,166.23684,148.83,158.44,228
23/01/2022 01:30,23/01/2022,23/01/2022,1:30:00,1,Sunday,WE,W,1,ISEM1,1.87,70.341193,3716,1032,2684,166.23684,148.83,158.44,228
23/01/2022 02:00,23/01/2022,23/01/2022,2:00:00,2,Sunday,WE,W,1,ISEM1,1.87,70.341193,3635,1075,2560,160.083,145.26,152.93,228
23/01/2022 02:30,23/01/2022,23/01/2022,2:30:00,2,Sunday,WE,W,1,ISEM1,1.87,70.341193,3574,1118,2456,160.083,145.26,152.93,228
23/01/2022 03:00,23/01/2022,23/01/2022,3:00:00,3,Sunday,WE,W,1,ISEM1,1.87,70.341193,3532,1157,2375,158.112108,140.08,149.99,228
23/01/2022 03:30,23/01/2022,23/01/2022,3:30:00,3,Sunday,WE,W,1,ISEM1,1.87,70.341193,3501,1192,2309,158.112108,140.08,149.99,228
23/01/2022 04:00,23/01/2022,23/01/2022,4:00:00,4,Sunday,WE,W,1,ISEM1,1.87,70.341193,3478,1227,2251,152.132904,138.14,148.3,228
23/01/2022 04:30,23/01/2022,23/01/2022,4:30:00,4,Sunday,WE,W,1,ISEM1,1.87,70.341193,3464,1262,2202,152.132904,138.14,148.3,228
23/01/2022 05:00,23/01/2022,23/01/2022,5:00:00,5,Sunday,WE,W,1,ISEM2,1.87,70.341193,3461,1296,2165,149.688,138.55,151.39,228
23/01/2022 05:30,23/01/2022,23/01/2022,5:30:00,5,Sunday,WE,W,1,ISEM2,1.87,70.341193,3487,1331,2156,149.688,138.55,151.39,228
23/01/2022 06:00,23/01/2022,23/01/2022,6:00:00,6,Sunday,WE,W,1,ISEM2,1.87,70.341193,3545,1372,2173,141.372,143.93,152.48,228
23/01/2022 06:30,23/01/2022,23/01/2022,6:30:00,6,Sunday,WE,W,1,ISEM2,1.87,70.341193,3632,1420,2212,141.372,143.93,152.48,228
23/01/2022 07:00,23/01/2022,23/01/2022,7:00:00,7,Sunday,WE,W,1,ISEM2,1.87,70.341193,3737,1466,2271,151.999848,150.98,157.72,228
23/01/2022 07:30,23/01/2022,23/01/2022,7:30:00,7,Sunday,WE,W,1,ISEM2,1.87,70.341193,3824,1511,2313,151.999848,150.98,157.72,228
23/01/2022 08:00,23/01/2022,23/01/2022,8:00:00,8,Sunday,WE,W,1,ISEM2,1.87,70.341193,3909,1561,2348,160.4988,162.13,162.92,228
23/01/2022 08:30,23/01/2022,23/01/2022,8:30:00,8,Sunday,WE,W,1,ISEM2,1.87,70.341193,4084,1616,2468,160.4988,162.13,162.92,228
23/01/2022 09:00,23/01/2022,23/01/2022,9:00:00,9,Sunday,WE,W,1,ISEM2,1.87,70.341193,4340,1678,2662,175.4676,172.77,177.52,228
23/01/2022 09:30,23/01/2022,23/01/2022,9:30:00,9,Sunday,WE,W,1,ISEM2,1.87,70.341193,4537,1748,2789,175.4676,172.77,177.52,228
23/01/2022 10:00,23/01/2022,23/01/2022,10:00:00,10,Sunday,WE,W,1,ISEM2,1.87,70.341193,4660,1760,2900,168.6069,177.03,178.57,228
23/01/2022 10:30,23/01/2022,23/01/2022,10:30:00,10,Sunday,WE,W,1,ISEM2,1.87,70.341193,4788,1712,3076,168.6069,177.03,178.57,228
23/01/2022 11:00,23/01/2022,23/01/2022,11:00:00,11,Sunday,WE,W,1,ISEM3,1.87,70.341193,4927,1699,3228,176.033088,178.57,180.19,228
23/01/2022 11:30,23/01/2022,23/01/2022,11:30:00,11,Sunday,WE,W,1,ISEM3,1.87,70.341193,5024,1721,3303,176.033088,178.57,180.19,228
23/01/2022 12:00,23/01/2022,23/01/2022,12:00:00,12,Sunday,WE,W,1,ISEM3,1.87,70.341193,5073,1789,3284,178.195248,175.39,197.26,228
23/01/2022 12:30,23/01/2022,23/01/2022,12:30:00,12,Sunday,WE,W,1,ISEM3,1.87,70.341193,5100,1905,3195,178.195248,175.39,197.26,228
23/01/2022 13:00,23/01/2022,23/01/2022,13:00:00,13,Sunday,WE,W,1,ISEM3,1.87,70.341193,5108,1987,3121,162.9936,170.88,165.91,228
23/01/2022 13:30,23/01/2022,23/01/2022,13:30:00,13,Sunday,WE,W,1,ISEM3,1.87,70.341193,5077,2036,3041,162.9936,170.88,165.91,228
23/01/2022 14:00,23/01/2022,23/01/2022,14:00:00,14,Sunday,WE,W,1,ISEM3,1.87,70.341193,5016,2035,2981,165.4884,169.62,182.9,228
23/01/2022 14:30,23/01/2022,23/01/2022,14:30:00,14,Sunday,WE,W,1,ISEM3,1.87,70.341193,4979,1983,2996,165.4884,169.62,182.9,228
23/01/2022 15:00,23/01/2022,23/01/2022,15:00:00,15,Sunday,WE,W,1,ISEM3,1.87,70.341193,4977,1994,2983,158.25348,171.8,170.73,228
23/01/2022 15:30,23/01/2022,23/01/2022,15:30:00,15,Sunday,WE,W,1,ISEM3,1.87,70.341193,4991,2068,2923,158.25348,171.8,170.73,228
23/01/2022 16:00,23/01/2022,23/01/2022,16:00:00,16,Sunday,WE,W,1,ISEM3,1.87,70.341193,5048,2118,2930,168.8148,202.04,189.37,228
23/01/2022 16:30,23/01/2022,23/01/2022,16:30:00,16,Sunday,WE,W,1,ISEM3,1.87,70.341193,5266,2142,3124,168.8148,202.04,189.37,228
23/01/2022 17:00,23/01/2022,23/01/2022,17:00:00,17,Sunday,WE,W,1,ISEM4,1.87,70.341193,5599,2183,3416,193.446792,229.81,232.33,228
23/01/2022 17:30,23/01/2022,23/01/2022,17:30:00,17,Sunday,WE,W,1,ISEM4,1.87,70.341193,5750,2240,3510,193.446792,229.81,232.33,228
23/01/2022 18:00,23/01/2022,23/01/2022,18:00:00,18,Sunday,WE,W,1,ISEM4,1.87,70.341193,5682,2292,3390,184.848048,217.71,209.4,228
23/01/2022 18:30,23/01/2022,23/01/2022,18:30:00,18,Sunday,WE,W,1,ISEM4,1.87,70.341193,5558,2339,3219,184.848048,217.71,209.4,228
23/01/2022 19:00,23/01/2022,23/01/2022,19:00:00,19,Sunday,WE,W,1,ISEM4,1.87,70.341193,5421,2362,3059,167.791932,189.53,184.42,228
23/01/2022 19:30,23/01/2022,23/01/2022,19:30:00,19,Sunday,WE,W,1,ISEM4,1.87,70.341193,5281,2360,2921,167.791932,189.53,184.42,228
23/01/2022 20:00,23/01/2022,23/01/2022,20:00:00,20,Sunday,WE,W,1,ISEM4,1.87,70.341193,5140,2354,2786,151.151616,177.88,167.78,228
23/01/2022 20:30,23/01/2022,23/01/2022,20:30:00,20,Sunday,WE,W,1,ISEM4,1.87,70.341193,4987,2342,2645,151.151616,177.88,167.78,228
23/01/2022 21:00,23/01/2022,23/01/2022,21:00:00,21,Sunday,WE,W,1,ISEM4,1.87,70.341193,4820,2340,2480,163.07676,165.71,167.5,228
23/01/2022 21:30,23/01/2022,23/01/2022,21:30:00,21,Sunday,WE,W,1,ISEM4,1.87,70.341193,4632,2348,2284,163.07676,165.71,167.5,228
23/01/2022 22:00,23/01/2022,23/01/2022,22:00:00,22,Sunday,WE,W,1,ISEM4,1.87,70.341193,4434,2334,2100,138.078864,160.31,147.83,228
23/01/2022 22:30,23/01/2022,23/01/2022,22:30:00,22,Sunday,WE,W,1,ISEM4,1.87,70.341193,4284,2299,1985,138.078864,160.31,147.83,228
23/01/2022 23:00,24/01/2022,23/01/2022,23:00:00,23,Sunday,WE,W,1,ISEM1,1.87,70.341193,4178,1898,2280,144.399024,156.85,149.4,228
23/01/2022 23:30,24/01/2022,23/01/2022,23:30:00,23,Sunday,WE,W,1,ISEM1,1.87,70.341193,4053,1822,2231,144.399024,156.85,149.4,228
24/01/2022 00:00,24/01/2022,24/01/2022,0:00:00,0,Monday,MT,W,2,ISEM1,1.8875,70.10708,3902,1760,2142,145.147464,154.53,148.05,228
24/01/2022 00:30,24/01/2022,24/01/2022,0:30:00,0,Monday,MT,W,2,ISEM1,1.8875,70.10708,3787,1714,2073,145.147464,154.53,148.05,228
24/01/2022 01:00,24/01/2022,24/01/2022,1:00:00,1,Monday,MT,W,2,ISEM1,1.8875,70.10708,3714,1668,2046,148.8564,153.56,148.13,228
24/01/2022 01:30,24/01/2022,24/01/2022,1:30:00,1,Monday,MT,W,2,ISEM1,1.8875,70.10708,3648,1622,2026,148.8564,153.56,148.13,228
24/01/2022 02:00,24/01/2022,24/01/2022,2:00:00,2,Monday,MT,W,2,ISEM1,1.8875,70.10708,3582,1581,2001,147.1932,147.77,146.26,228
24/01/2022 02:30,24/01/2022,24/01/2022,2:30:00,2,Monday,MT,W,2,ISEM1,1.8875,70.10708,3531,1543,1988,147.1932,147.77,146.26,228
24/01/2022 03:00,24/01/2022,24/01/2022,3:00:00,3,Monday,MT,W,2,ISEM1,1.8875,70.10708,3500,1501,1999,147.1932,147.35,146.45,228
24/01/2022 03:30,24/01/2022,24/01/2022,3:30:00,3,Monday,MT,W,2,ISEM1,1.8875,70.10708,3484,1454,2030,147.1932,147.35,146.45,228
24/01/2022 04:00,24/01/2022,24/01/2022,4:00:00,4,Monday,MT,W,2,ISEM1,1.8875,70.10708,3484,1398,2086,149.2722,151.48,149.01,228
24/01/2022 04:30,24/01/2022,24/01/2022,4:30:00,4,Monday,MT,W,2,ISEM1,1.8875,70.10708,3504,1333,2171,149.2722,151.48,149.01,228
24/01/2022 05:00,24/01/2022,24/01/2022,5:00:00,5,Monday,MT,W,2,ISEM2,1.8875,70.10708,3554,1274,2280,158.17032,168.92,159,228
24/01/2022 05:30,24/01/2022,24/01/2022,5:30:00,5,Monday,MT,W,2,ISEM2,1.8875,70.10708,3677,1222,2455,158.17032,168.92,159,228
24/01/2022 06:00,24/01/2022,24/01/2022,6:00:00,6,Monday,MT,W,2,ISEM2,1.8875,70.10708,3891,1179,2712,176.2992,189.46,210.78,228
24/01/2022 06:30,24/01/2022,24/01/2022,6:30:00,6,Monday,MT,W,2,ISEM2,1.8875,70.10708,4235,1145,3090,176.2992,189.46,210.78,228
24/01/2022 07:00,24/01/2022,24/01/2022,7:00:00,7,Monday,MT,W,2,ISEM2,1.8875,70.10708,4672,1130,3542,193.771116,218.47,241.7,228
24/01/2022 07:30,24/01/2022,24/01/2022,7:30:00,7,Monday,MT,W,2,ISEM2,1.8875,70.10708,5017,1133,3884,193.771116,218.47,241.7,228
24/01/2022 08:00,24/01/2022,24/01/2022,8:00:00,8,Monday,MT,W,2,ISEM2,1.8875,70.10708,5244,1141,4103,195.426,239.53,251.05,228
24/01/2022 08:30,24/01/2022,24/01/2022,8:30:00,8,Monday,MT,W,2,ISEM2,1.8875,70.10708,5427,1155,4272,195.426,239.53,251.05,228
24/01/2022 09:00,24/01/2022,24/01/2022,9:00:00,9,Monday,MT,W,2,ISEM2,1.8875,70.10708,5575,1136,4439,196.107912,278.32,249.3,228
24/01/2022 09:30,24/01/2022,24/01/2022,9:30:00,9,Monday,MT,W,2,ISEM2,1.8875,70.10708,5657,1084,4573,196.107912,278.32,249.3,228
24/01/2022 10:00,24/01/2022,24/01/2022,10:00:00,10,Monday,MT,W,2,ISEM2,1.8875,70.10708,5677,1032,4645,195.426,260,239.9,228
24/01/2022 10:30,24/01/2022,24/01/2022,10:30:00,10,Monday,MT,W,2,ISEM2,1.8875,70.10708,5682,982,4700,195.426,260,239.9,228
24/01/2022 11:00,24/01/2022,24/01/2022,11:00:00,11,Monday,MT,W,2,ISEM3,1.8875,70.10708,5689,922,4767,201.105828,261.62,232.99,228
24/01/2022 11:30,24/01/2022,24/01/2022,11:30:00,11,Monday,MT,W,2,ISEM3,1.8875,70.10708,5713,852,4861,201.105828,261.62,232.99,228
24/01/2022 12:00,24/01/2022,24/01/2022,12:00:00,12,Monday,MT,W,2,ISEM3,1.8875,70.10708,5746,780,4966,201.222252,267.77,244.48,228
24/01/2022 12:30,24/01/2022,24/01/2022,12:30:00,12,Monday,MT,W,2,ISEM3,1.8875,70.10708,5741,705,5036,201.222252,267.77,244.48,228
24/01/2022 13:00,24/01/2022,24/01/2022,13:00:00,13,Monday,MT,W,2,ISEM3,1.8875,70.10708,5696,639,5057,204.839712,261.06,245.19,228
24/01/2022 13:30,24/01/2022,24/01/2022,13:30:00,13,Monday,MT,W,2,ISEM3,1.8875,70.10708,5653,580,5073,204.839712,261.06,245.19,228
24/01/2022 14:00,24/01/2022,24/01/2022,14:00:00,14,Monday,MT,W,2,ISEM3,1.8875,70.10708,5627,530,5097,207.800208,258.28,245.93,228
24/01/2022 14:30,24/01/2022,24/01/2022,14:30:00,14,Monday,MT,W,2,ISEM3,1.8875,70.10708,5624,489,5135,207.800208,258.28,245.93,228
24/01/2022 15:00,24/01/2022,24/01/2022,15:00:00,15,Monday,MT,W,2,ISEM3,1.8875,70.10708,5647,467,5180,205.995636,271.48,240,228
24/01/2022 15:30,24/01/2022,24/01/2022,15:30:00,15,Monday,MT,W,2,ISEM3,1.8875,70.10708,5695,463,5232,205.995636,271.48,240,228
24/01/2022 16:00,24/01/2022,24/01/2022,16:00:00,16,Monday,MT,W,2,ISEM3,1.8875,70.10708,5794,468,5326,240.3324,405.19,300,228
24/01/2022 16:30,24/01/2022,24/01/2022,16:30:00,16,Monday,MT,W,2,ISEM3,1.8875,70.10708,6049,482,5567,240.3324,405.19,300,228
24/01/2022 17:00,24/01/2022,24/01/2022,17:00:00,17,Monday,MT,W,2,ISEM4,1.8875,70.10708,6405,510,5895,316.814652,685.57,1131.11,228
24/01/2022 17:30,24/01/2022,24/01/2022,17:30:00,17,Monday,MT,W,2,ISEM4,1.8875,70.10708,6536,552,5984,316.814652,685.57,1131.11,228
24/01/2022 18:00,24/01/2022,24/01/2022,18:00:00,18,Monday,MT,W,2,ISEM4,1.8875,70.10708,6409,584,5825,309.995532,766.02,883.64,228
24/01/2022 18:30,24/01/2022,24/01/2022,18:30:00,18,Monday,MT,W,2,ISEM4,1.8875,70.10708,6228,603,5625,309.995532,766.02,883.64,228
24/01/2022 19:00,24/01/2022,24/01/2022,19:00:00,19,Monday,MT,W,2,ISEM4,1.8875,70.10708,6044,626,5418,249.48,414.27,367.29,228
24/01/2022 19:30,24/01/2022,24/01/2022,19:30:00,19,Monday,MT,W,2,ISEM4,1.8875,70.10708,5862,653,5209,249.48,414.27,367.29,228
24/01/2022 20:00,24/01/2022,24/01/2022,20:00:00,20,Monday,MT,W,2,ISEM4,1.8875,70.10708,5683,672,5011,200.690028,279.61,299.92,228
24/01/2022 20:30,24/01/2022,24/01/2022,20:30:00,20,Monday,MT,W,2,ISEM4,1.8875,70.10708,5497,684,4813,200.690028,279.61,299.92,228
24/01/2022 21:00,24/01/2022,24/01/2022,21:00:00,21,Monday,MT,W,2,ISEM4,1.8875,70.10708,5298,688,4610,184.141188,208.57,216.01,228
24/01/2022 21:30,24/01/2022,24/01/2022,21:30:00,21,Monday,MT,W,2,ISEM4,1.8875,70.10708,5063,684,4379,184.141188,208.57,216.01,228
24/01/2022 22:00,24/01/2022,24/01/2022,22:00:00,22,Monday,MT,W,2,ISEM4,1.8875,70.10708,4806,682,4124,167.467608,180.43,179.9,228
24/01/2022 22:30,24/01/2022,24/01/2022,22:30:00,22,Monday,MT,W,2,ISEM4,1.8875,70.10708,4597,683,3914,167.467608,180.43,179.9,228
24/01/2022 23:00,25/01/2022,24/01/2022,23:00:00,23,Monday,MT,W,2,ISEM1,1.8875,70.10708,4427,477,3950,179.949,167.28,170.08,228
24/01/2022 23:30,25/01/2022,24/01/2022,23:30:00,23,Monday,MT,W,2,ISEM1,1.8875,70.10708,4268,477,3791,179.949,167.28,170.08,228
25/01/2022 00:00,25/01/2022,25/01/2022,0:00:00,0,Tuesday,MT,W,3,ISEM1,2.22,72.903039,4112,478,3634,174.4732,162.93,168.12,228
25/01/2022 00:30,25/01/2022,25/01/2022,0:30:00,0,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3993,479,3514,174.4732,162.93,168.12,228
25/01/2022 01:00,25/01/2022,25/01/2022,1:00:00,1,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3912,476,3436,172.37484,158.17,167.36,228
25/01/2022 01:30,25/01/2022,25/01/2022,1:30:00,1,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3837,469,3368,172.37484,158.17,167.36,228
25/01/2022 02:00,25/01/2022,25/01/2022,2:00:00,2,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3766,458,3308,167.2,155.62,159.51,228
25/01/2022 02:30,25/01/2022,25/01/2022,2:30:00,2,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3718,442,3276,167.2,155.62,159.51,228
25/01/2022 03:00,25/01/2022,25/01/2022,3:00:00,3,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3694,424,3270,166.66496,155.07,156.1,228
25/01/2022 03:30,25/01/2022,25/01/2022,3:30:00,3,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3681,405,3276,166.66496,155.07,156.1,228
25/01/2022 04:00,25/01/2022,25/01/2022,4:00:00,4,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3678,386,3292,167.54276,161.16,157.25,228
25/01/2022 04:30,25/01/2022,25/01/2022,4:30:00,4,Tuesday,MT,W,3,ISEM1,2.22,72.903039,3692,366,3326,167.54276,161.16,157.25,228
25/01/2022 05:00,25/01/2022,25/01/2022,5:00:00,5,Tuesday,MT,W,3,ISEM2,2.22,72.903039,3738,345,3393,177.25708,184.11,169.83,228
25/01/2022 05:30,25/01/2022,25/01/2022,5:30:00,5,Tuesday,MT,W,3,ISEM2,2.22,72.903039,3869,324,3545,177.25708,184.11,169.83,228
25/01/2022 06:00,25/01/2022,25/01/2022,6:00:00,6,Tuesday,MT,W,3,ISEM2,2.22,72.903039,4103,311,3792,186.79584,221.23,234.21,228
25/01/2022 06:30,25/01/2022,25/01/2022,6:30:00,6,Tuesday,MT,W,3,ISEM2,2.22,72.903039,4463,308,4155,186.79584,221.23,234.21,228
25/01/2022 07:00,25/01/2022,25/01/2022,7:00:00,7,Tuesday,MT,W,3,ISEM2,2.22,72.903039,4909,302,4607,213.18,252.71,277.47,228
25/01/2022 07:30,25/01/2022,25/01/2022,7:30:00,7,Tuesday,MT,W,3,ISEM2,2.22,72.903039,5255,294,4961,213.18,252.71,277.47,228
25/01/2022 08:00,25/01/2022,25/01/2022,8:00:00,8,Tuesday,MT,W,3,ISEM2,2.22,72.903039,5473,291,5182,237.424,288.18,269.98,228
25/01/2022 08:30,25/01/2022,25/01/2022,8:30:00,8,Tuesday,MT,W,3,ISEM2,2.22,72.903039,5637,292,5345,237.424,288.18,269.98,228
25/01/2022 09:00,25/01/2022,25/01/2022,9:00:00,9,Tuesday,MT,W,3,ISEM2,2.22,72.903039,5760,294,5466,252.89,299.65,272.24,228
25/01/2022 09:30,25/01/2022,25/01/2022,9:30:00,9,Tuesday,MT,W,3,ISEM2,2.22,72.903039,5821,296,5525,252.89,299.65,272.24,228
25/01/2022 10:00,25/01/2022,25/01/2022,10:00:00,10,Tuesday,MT,W,3,ISEM2,2.22,72.903039,5825,286,5539,245.784,270.12,266.19,228
25/01/2022 10:30,25/01/2022,25/01/2022,10:30:00,10,Tuesday,MT,W,3,ISEM2,2.22,72.903039,5823,265,5558,245.784,270.12,266.19,228
